Country,Date of Admission,Year,AverageTemperature,Standard Deviation
seychelles,21-Sep-76,2001,27.46783333,0.694015959
seychelles,21-Sep-76,2002,27.53108333,0.703254313
seychelles,21-Sep-76,2003,27.68541667,0.773969515
seychelles,21-Sep-76,2004,27.25775,0.738570994
seychelles,21-Sep-76,2005,27.46841667,0.828459409
seychelles,21-Sep-76,2006,27.47016667,0.611978436
seychelles,21-Sep-76,2007,27.71258333,0.717712079
seychelles,21-Sep-76,2008,27.37683333,0.503947839
seychelles,21-Sep-76,2009,27.74125,0.661681347
seychelles,21-Sep-76,2010,27.74483333,0.723105906
seychelles,21-Sep-76,2011,27.73166667,0.641039402
seychelles,21-Sep-76,2012,27.77258333,0.865429631
seychelles,21-Sep-76,2013,27.451625,0.85884556
sierra leone,27-Sep-61,1960,26.34245455,0.963301341
sierra leone,27-Sep-61,1961,26.10808333,1.22632922
sierra leone,27-Sep-61,1962,26.04008333,1.021023057
sierra leone,27-Sep-61,1963,26.35441667,0.955654127
sierra leone,27-Sep-61,1964,26.03425,1.225192684
sierra leone,27-Sep-61,1965,25.89608333,1.083706725
sierra leone,27-Sep-61,1966,26.171,1.123122433
sierra leone,27-Sep-61,1967,25.976,1.171646239
sierra leone,27-Sep-61,1968,26.16616667,0.707842283
sierra leone,27-Sep-61,1969,26.43766667,1.19635578
sierra leone,27-Sep-61,1970,26.40458333,1.133296195
sierra leone,27-Sep-61,1971,25.93416667,1.051881676
sierra leone,27-Sep-61,1972,26.28933333,0.789466947
sierra leone,27-Sep-61,1973,26.65625,1.11881188
sierra leone,27-Sep-61,1974,26.15,1.125295355
sierra leone,27-Sep-61,1975,26.04158333,1.090409969
sierra leone,27-Sep-61,1976,25.84525,1.020998809
sierra leone,27-Sep-61,1977,26.37833333,1.02548927
sierra leone,27-Sep-61,1978,26.26816667,1.067608188
sierra leone,27-Sep-61,1979,26.55416667,1.016360962
sierra leone,27-Sep-61,1980,26.494,1.039679933
sierra leone,27-Sep-61,1981,26.35783333,1.071603118
sierra leone,27-Sep-61,1982,26.25441667,1.102250381
sierra leone,27-Sep-61,1983,26.65341667,1.331337431
sierra leone,27-Sep-61,1984,26.40291667,0.985722943
sierra leone,27-Sep-61,1985,26.28925,1.113846988
sierra leone,27-Sep-61,1986,26.07575,1.226512137
sierra leone,27-Sep-61,1987,26.8835,0.900404404
sierra leone,27-Sep-61,1988,26.54491667,1.476981471
sierra leone,27-Sep-61,1989,26.36233333,0.998760535
sierra leone,27-Sep-61,1990,26.55141667,1.124144479
sierra leone,27-Sep-61,1991,26.62158333,1.125963463
sierra leone,27-Sep-61,1992,26.39716667,1.227455375
sierra leone,27-Sep-61,1993,26.60883333,1.108083098
sierra leone,27-Sep-61,1994,26.35825,1.162053991
sierra leone,27-Sep-61,1995,26.57816667,1.137362566
sierra leone,27-Sep-61,1996,26.7045,1.253628443
sierra leone,27-Sep-61,1997,26.6695,1.133310396
sierra leone,27-Sep-61,1998,27.07575,1.420640133
sierra leone,27-Sep-61,1999,26.5215,1.158609708
sierra leone,27-Sep-61,2000,26.54683333,1.164304852
sierra leone,27-Sep-61,2001,26.82675,1.191037296
sierra leone,27-Sep-61,2002,26.99266667,1.05987515
sierra leone,27-Sep-61,2003,26.99241667,1.160305482
sierra leone,27-Sep-61,2004,26.97891667,1.188426726
sierra leone,27-Sep-61,2005,27.02858333,1.319150929
sierra leone,27-Sep-61,2006,26.71775,1.045979587
sierra leone,27-Sep-61,2007,26.83741667,1.274493158
sierra leone,27-Sep-61,2008,26.97875,1.128472509
sierra leone,27-Sep-61,2009,26.985,1.237435545
sierra leone,27-Sep-61,2010,27.17716667,1.428731213
sierra leone,27-Sep-61,2011,26.92625,1.067010874
sierra leone,27-Sep-61,2012,26.67641667,1.072988898
sierra leone,27-Sep-61,2013,26.948,1.337508985
singapore,21-Sep-65,1960,27.00518182,0.476547546
singapore,21-Sep-65,1961,26.727,0.493234777
singapore,21-Sep-65,1962,26.56083333,0.560662568
singapore,21-Sep-65,1963,26.77116667,0.7881857
singapore,21-Sep-65,1964,26.66466667,0.584565003
singapore,21-Sep-65,1965,26.63291667,0.523009553
singapore,21-Sep-65,1966,26.88783333,0.515798381
singapore,21-Sep-65,1967,26.68175,0.573398501
singapore,21-Sep-65,1968,26.74566667,0.507756265
singapore,21-Sep-65,1969,27.06241667,0.496761779
singapore,21-Sep-65,1970,26.85458333,0.530920206
singapore,21-Sep-65,1971,26.6055,0.644222364
singapore,21-Sep-65,1972,26.942,0.596625968
singapore,21-Sep-65,1973,26.95975,0.608239057
singapore,21-Sep-65,1974,26.67258333,0.551871273
singapore,21-Sep-65,1975,26.638,0.455697467
singapore,21-Sep-65,1976,26.55875,0.558609983
singapore,21-Sep-65,1977,26.822,0.506783798
singapore,21-Sep-65,1978,26.90458333,0.487860908
singapore,21-Sep-65,1979,26.95975,0.507017146
singapore,21-Sep-65,1980,26.95641667,0.567335793
singapore,21-Sep-65,1981,26.981,0.643123627
singapore,21-Sep-65,1982,26.8365,0.566520079
singapore,21-Sep-65,1983,27.30491667,0.829139253
singapore,21-Sep-65,1984,26.4835,0.536330715
singapore,21-Sep-65,1985,26.82008333,0.502751603
singapore,21-Sep-65,1986,26.84783333,0.636551052
singapore,21-Sep-65,1987,27.18158333,0.703017452
singapore,21-Sep-65,1988,27.06725,0.56962366
singapore,21-Sep-65,1989,26.79233333,0.38779923
singapore,21-Sep-65,1990,27.13,0.630882211
singapore,21-Sep-65,1991,26.99408333,0.66181094
singapore,21-Sep-65,1992,26.99741667,0.68733695
singapore,21-Sep-65,1993,26.92883333,0.520935318
singapore,21-Sep-65,1994,27.08775,0.458151647
singapore,21-Sep-65,1995,27.0725,0.588372408
singapore,21-Sep-65,1996,27.04333333,0.614103683
singapore,21-Sep-65,1997,27.38891667,0.532077482
singapore,21-Sep-65,1998,27.77591667,0.754835377
singapore,21-Sep-65,1999,27.01675,0.425973351
singapore,21-Sep-65,2000,27.0965,0.543195511
singapore,21-Sep-65,2001,27.18933333,0.524293175
singapore,21-Sep-65,2002,27.40608333,0.542319674
singapore,21-Sep-65,2003,27.31183333,0.661450862
singapore,21-Sep-65,2004,27.32866667,0.610764995
singapore,21-Sep-65,2005,27.49358333,0.587856114
singapore,21-Sep-65,2006,27.32841667,0.495500749
singapore,21-Sep-65,2007,27.13,0.55124982
singapore,21-Sep-65,2008,27.06766667,0.471088552
singapore,21-Sep-65,2009,27.47333333,0.632135246
singapore,21-Sep-65,2010,27.6035,0.610738822
singapore,21-Sep-65,2011,27.28216667,0.69310708
singapore,21-Sep-65,2012,27.30358333,0.526078366
singapore,21-Sep-65,2013,27.602875,0.688474802
slovakia,19-Jan-93,1960,9.110545455,6.557512323
slovakia,19-Jan-93,1961,8.479583333,7.839313612
slovakia,19-Jan-93,1962,7.12,8.01192611
slovakia,19-Jan-93,1963,7.170583333,10.2294715
slovakia,19-Jan-93,1964,7.27475,8.950351797
slovakia,19-Jan-93,1965,6.69075,7.949408624
slovakia,19-Jan-93,1966,8.383583333,7.55197351
slovakia,19-Jan-93,1967,8.268833333,8.375245905
slovakia,19-Jan-93,1968,7.958333333,8.117762559
slovakia,19-Jan-93,1969,7.33475,8.615815522
slovakia,19-Jan-93,1970,7.333666667,7.718158569
slovakia,19-Jan-93,1971,7.80925,7.577383959
slovakia,19-Jan-93,1972,8.017333333,7.370933472
slovakia,19-Jan-93,1973,7.668333333,7.648519944
slovakia,19-Jan-93,1974,8.298916667,6.435391243
slovakia,19-Jan-93,1975,8.519166667,7.518732181
slovakia,19-Jan-93,1976,7.421666667,7.712353117
slovakia,19-Jan-93,1977,8.133416667,6.947930319
slovakia,19-Jan-93,1978,7.040833333,6.912828678
slovakia,19-Jan-93,1979,7.939166667,7.659502213
slovakia,19-Jan-93,1980,6.6745,7.572945248
slovakia,19-Jan-93,1981,7.821083333,8.073876758
slovakia,19-Jan-93,1982,8.214833333,8.333591115
slovakia,19-Jan-93,1983,8.586333333,7.963847486
slovakia,19-Jan-93,1984,7.683,7.225751461
slovakia,19-Jan-93,1985,6.881916667,8.907904462
slovakia,19-Jan-93,1986,7.674833333,8.462015157
slovakia,19-Jan-93,1987,7.153083333,8.798587019
slovakia,19-Jan-93,1988,8.08375,7.675671248
slovakia,19-Jan-93,1989,8.72625,6.876991654
slovakia,19-Jan-93,1990,8.71675,6.634236178
slovakia,19-Jan-93,1991,7.639166667,8.004235036
slovakia,19-Jan-93,1992,8.727166667,8.248306039
slovakia,19-Jan-93,1993,7.982166667,7.891583167
slovakia,19-Jan-93,1994,9.297583333,7.612009058
slovakia,19-Jan-93,1995,8.153,7.888189607
slovakia,19-Jan-93,1996,7.126166667,8.588468112
slovakia,19-Jan-93,1997,7.773083333,7.607946055
slovakia,19-Jan-93,1998,8.333583333,7.841933823
slovakia,19-Jan-93,1999,8.675583333,7.970596105
slovakia,19-Jan-93,2000,9.482,7.541957366
slovakia,19-Jan-93,2001,8.30775,8.221870039
slovakia,19-Jan-93,2002,9.136416667,7.994822045
slovakia,19-Jan-93,2003,8.487083333,9.042628152
slovakia,19-Jan-93,2004,8.145583333,7.711388832
slovakia,19-Jan-93,2005,7.936916667,8.255986142
slovakia,19-Jan-93,2006,8.528333333,8.600403578
slovakia,19-Jan-93,2007,9.478916667,7.524059053
slovakia,19-Jan-93,2008,9.397416667,6.936093457
slovakia,19-Jan-93,2009,9.001666667,8.124349656
slovakia,19-Jan-93,2010,8.073,8.475908157
slovakia,19-Jan-93,2011,8.846,8.047347084
slovakia,19-Jan-93,2012,8.873166667,8.883430345
slovakia,19-Jan-93,2013,9.685625,9.302646427
slovenia,22-May-92,1960,11.02227273,6.159962729
slovenia,22-May-92,1961,10.51558333,7.275533338
slovenia,22-May-92,1962,8.927833333,7.837444549
slovenia,22-May-92,1963,9.277166667,9.183322035
slovenia,22-May-92,1964,9.514166667,8.158391161
slovenia,22-May-92,1965,9.154333333,7.284053122
slovenia,22-May-92,1966,10.25808333,7.456343992
slovenia,22-May-92,1967,10.13175,7.758185919
slovenia,22-May-92,1968,9.781166667,7.579883003
slovenia,22-May-92,1969,9.419916667,7.991255897
slovenia,22-May-92,1970,9.541333333,7.493523402
slovenia,22-May-92,1971,9.679333333,7.59994065
slovenia,22-May-92,1972,9.692333333,6.947858013
slovenia,22-May-92,1973,9.55525,7.706975614
slovenia,22-May-92,1974,10.14066667,6.480682839
slovenia,22-May-92,1975,10.36608333,7.036637051
slovenia,22-May-92,1976,9.530833333,7.232095205
slovenia,22-May-92,1977,10.26333333,6.513390966
slovenia,22-May-92,1978,9.057833333,6.896277439
slovenia,22-May-92,1979,9.969416667,7.16351844
slovenia,22-May-92,1980,9.046416667,7.485875238
slovenia,22-May-92,1981,9.853583333,7.807224666
slovenia,22-May-92,1982,10.29158333,7.996301048
slovenia,22-May-92,1983,10.34433333,7.983547461
slovenia,22-May-92,1984,9.482666667,7.034798354
slovenia,22-May-92,1985,9.464916667,8.492038736
slovenia,22-May-92,1986,9.67775,8.254693157
slovenia,22-May-92,1987,9.726833333,8.330525181
slovenia,22-May-92,1988,10.41633333,7.427644376
slovenia,22-May-92,1989,10.528,6.700595428
slovenia,22-May-92,1990,10.72633333,6.898607308
slovenia,22-May-92,1991,9.758,8.058604199
slovenia,22-May-92,1992,10.92533333,7.72058399
slovenia,22-May-92,1993,10.35,7.821404199
slovenia,22-May-92,1994,11.502,7.394815567
slovenia,22-May-92,1995,10.28958333,7.284788067
slovenia,22-May-92,1996,9.445,7.860589476
slovenia,22-May-92,1997,10.38291667,7.198980729
slovenia,22-May-92,1998,10.59733333,7.824604112
slovenia,22-May-92,1999,10.68691667,7.959198069
slovenia,22-May-92,2000,11.59058333,7.421249129
slovenia,22-May-92,2001,10.89466667,7.871255593
slovenia,22-May-92,2002,11.33725,7.209104334
slovenia,22-May-92,2003,11.00966667,9.138100025
slovenia,22-May-92,2004,10.24125,7.576671098
slovenia,22-May-92,2005,9.795083333,8.067420185
slovenia,22-May-92,2006,10.72341667,7.998678498
slovenia,22-May-92,2007,11.46258333,7.198817889
slovenia,22-May-92,2008,11.24791667,7.134790593
slovenia,22-May-92,2009,11.23741667,8.045735431
slovenia,22-May-92,2010,10.194,8.120402643
slovenia,22-May-92,2011,11.20808333,7.976115134
slovenia,22-May-92,2012,11.27825,8.493532065
slovenia,22-May-92,2013,11.74475,9.002149406
solomon islands,19-Sep-78,1960,26.64981818,0.351944262
solomon islands,19-Sep-78,1961,26.67258333,0.466465522
solomon islands,19-Sep-78,1962,26.717,0.383631452
solomon islands,19-Sep-78,1963,26.56075,0.417198476
solomon islands,19-Sep-78,1964,26.73041667,0.415169726
solomon islands,19-Sep-78,1965,26.2845,0.575822653
solomon islands,19-Sep-78,1966,26.53875,0.421026694
solomon islands,19-Sep-78,1967,26.53241667,0.299348219
solomon islands,19-Sep-78,1968,26.54433333,0.318071557
solomon islands,19-Sep-78,1969,26.86191667,0.397514427
solomon islands,19-Sep-78,1970,26.7305,0.429354801
solomon islands,19-Sep-78,1971,26.497,0.206870623
solomon islands,19-Sep-78,1972,26.45791667,0.55432243
solomon islands,19-Sep-78,1973,27.03841667,0.431340291
solomon islands,19-Sep-78,1974,26.80366667,0.148635205
solomon islands,19-Sep-78,1975,26.74741667,0.312270995
solomon islands,19-Sep-78,1976,26.63241667,0.377003366
solomon islands,19-Sep-78,1977,26.85741667,0.463590622
solomon islands,19-Sep-78,1978,26.92441667,0.452010148
solomon islands,19-Sep-78,1979,26.95491667,0.428653167
solomon islands,19-Sep-78,1980,26.94116667,0.520632628
solomon islands,19-Sep-78,1981,27.06691667,0.44381066
solomon islands,19-Sep-78,1982,26.74025,0.713611828
solomon islands,19-Sep-78,1983,26.98725,0.450934409
solomon islands,19-Sep-78,1984,26.89641667,0.392609558
solomon islands,19-Sep-78,1985,27.0135,0.418721105
solomon islands,19-Sep-78,1986,27.02433333,0.378931112
solomon islands,19-Sep-78,1987,26.95541667,0.532323118
solomon islands,19-Sep-78,1988,27.27958333,0.492559818
solomon islands,19-Sep-78,1989,26.99191667,0.388260798
solomon islands,19-Sep-78,1990,27.26491667,0.46579384
solomon islands,19-Sep-78,1991,26.99341667,0.615633666
solomon islands,19-Sep-78,1992,27.00191667,0.397163914
solomon islands,19-Sep-78,1993,26.781,0.602196434
solomon islands,19-Sep-78,1994,26.79308333,0.584239593
solomon islands,19-Sep-78,1995,27.2005,0.345308163
solomon islands,19-Sep-78,1996,27.12491667,0.30004559
solomon islands,19-Sep-78,1997,26.95041667,0.638706998
solomon islands,19-Sep-78,1998,27.37433333,0.273505637
solomon islands,19-Sep-78,1999,26.99425,0.329942454
solomon islands,19-Sep-78,2000,27.26475,0.328808628
solomon islands,19-Sep-78,2001,27.44833333,0.451605285
solomon islands,19-Sep-78,2002,27.37541667,0.581596308
solomon islands,19-Sep-78,2003,27.37975,0.438879798
solomon islands,19-Sep-78,2004,27.17858333,0.636929632
solomon islands,19-Sep-78,2005,27.38333333,0.519193489
solomon islands,19-Sep-78,2006,27.20741667,0.521398026
solomon islands,19-Sep-78,2007,27.32141667,0.456638201
solomon islands,19-Sep-78,2008,27.18391667,0.388997887
solomon islands,19-Sep-78,2009,27.38783333,0.306629724
solomon islands,19-Sep-78,2010,27.58625,0.447682543
solomon islands,19-Sep-78,2011,27.23575,0.320845226
solomon islands,19-Sep-78,2012,27.18,0.282789996
solomon islands,19-Sep-78,2013,27.21025,0.52139175
somalia,20-Sep-60,1960,26.93781818,0.902115604
somalia,20-Sep-60,1961,27.04641667,1.393065257
somalia,20-Sep-60,1962,26.829,1.188581813
somalia,20-Sep-60,1963,26.53541667,0.888567433
somalia,20-Sep-60,1964,26.78091667,1.066345028
somalia,20-Sep-60,1965,26.49966667,1.177516982
somalia,20-Sep-60,1966,26.80616667,1.183426599
somalia,20-Sep-60,1967,26.94116667,1.170195231
somalia,20-Sep-60,1968,26.60766667,0.900729637
somalia,20-Sep-60,1969,27.125,0.912476949
somalia,20-Sep-60,1970,26.95633333,0.951138584
somalia,20-Sep-60,1971,26.85558333,0.972829001
somalia,20-Sep-60,1972,27.34383333,1.088188472
somalia,20-Sep-60,1973,27.23425,1.259772716
somalia,20-Sep-60,1974,26.76958333,0.9174575
somalia,20-Sep-60,1975,26.33291667,0.834984753
somalia,20-Sep-60,1976,26.62141667,0.88556489
somalia,20-Sep-60,1977,27.1915,0.883438993
somalia,20-Sep-60,1978,27.32533333,1.018175492
somalia,20-Sep-60,1979,27.20566667,0.937710978
somalia,20-Sep-60,1980,27.4335,1.132694896
somalia,20-Sep-60,1981,27.05791667,0.92733425
somalia,20-Sep-60,1982,27.10308333,1.012824265
somalia,20-Sep-60,1983,27.428,1.236234017
somalia,20-Sep-60,1984,26.81516667,1.316540151
somalia,20-Sep-60,1985,26.80025,0.968105472
somalia,20-Sep-60,1986,27.035,1.074666037
somalia,20-Sep-60,1987,27.4325,0.953049889
somalia,20-Sep-60,1988,27.483,1.167109327
somalia,20-Sep-60,1989,26.858,0.875091684
somalia,20-Sep-60,1990,27.14266667,1.013857918
somalia,20-Sep-60,1991,27.25608333,0.871027654
somalia,20-Sep-60,1992,27.25825,1.079669994
somalia,20-Sep-60,1993,26.90975,0.948686568
somalia,20-Sep-60,1994,27.265,1.164998088
somalia,20-Sep-60,1995,27.16325,1.106879982
somalia,20-Sep-60,1996,27.126,0.957066066
somalia,20-Sep-60,1997,27.22233333,1.212377479
somalia,20-Sep-60,1998,27.54991667,1.463981958
somalia,20-Sep-60,1999,27.4995,1.197604085
somalia,20-Sep-60,2000,27.71025,1.195540207
somalia,20-Sep-60,2001,27.47783333,1.09170699
somalia,20-Sep-60,2002,27.516,1.048378055
somalia,20-Sep-60,2003,27.78716667,1.253307031
somalia,20-Sep-60,2004,27.68366667,1.071356772
somalia,20-Sep-60,2005,27.83241667,1.239792245
somalia,20-Sep-60,2006,27.65316667,1.237999547
somalia,20-Sep-60,2007,27.87275,1.266582167
somalia,20-Sep-60,2008,27.45133333,1.172846059
somalia,20-Sep-60,2009,27.94508333,1.152867923
somalia,20-Sep-60,2010,27.821,1.045439707
somalia,20-Sep-60,2011,27.92441667,1.450305138
somalia,20-Sep-60,2012,27.9385,1.151000711
somalia,20-Sep-60,2013,27.975625,1.170105238
south africa,7-Nov-45,1960,17.115,4.415018414
south africa,7-Nov-45,1961,17.54516667,4.195175971
south africa,7-Nov-45,1962,17.73866667,4.333160642
south africa,7-Nov-45,1963,17.50583333,4.601703476
south africa,7-Nov-45,1964,17.262,4.86068437
south africa,7-Nov-45,1965,17.39991667,4.560933327
south africa,7-Nov-45,1966,17.80666667,4.514029732
south africa,7-Nov-45,1967,17.30783333,4.653645567
south africa,7-Nov-45,1968,17.04358333,4.793062533
south africa,7-Nov-45,1969,17.77233333,4.642477108
south africa,7-Nov-45,1970,17.72025,4.638509677
south africa,7-Nov-45,1971,17.28575,4.369473322
south africa,7-Nov-45,1972,17.62116667,4.61746648
south africa,7-Nov-45,1973,17.58441667,4.497297723
south africa,7-Nov-45,1974,17.17541667,4.406332993
south africa,7-Nov-45,1975,17.1505,4.077006734
south africa,7-Nov-45,1976,16.96383333,4.255381701
south africa,7-Nov-45,1977,17.66,4.620490135
south africa,7-Nov-45,1978,17.40975,4.419215873
south africa,7-Nov-45,1979,17.78983333,4.508142226
south africa,7-Nov-45,1980,17.60983333,4.320030005
south africa,7-Nov-45,1981,17.11575,4.560487157
south africa,7-Nov-45,1982,17.75208333,4.375786609
south africa,7-Nov-45,1983,18.20358333,4.647390479
south africa,7-Nov-45,1984,17.96816667,4.535637789
south africa,7-Nov-45,1985,18.05608333,4.355022919
south africa,7-Nov-45,1986,17.955,4.190594295
south africa,7-Nov-45,1987,18.10358333,4.692159291
south africa,7-Nov-45,1988,17.62883333,4.434060725
south africa,7-Nov-45,1989,17.40616667,4.174502166
south africa,7-Nov-45,1990,17.72833333,4.422313655
south africa,7-Nov-45,1991,17.752,4.460287679
south africa,7-Nov-45,1992,18.25616667,4.658395682
south africa,7-Nov-45,1993,18.20275,4.232119974
south africa,7-Nov-45,1994,17.61475,4.606901722
south africa,7-Nov-45,1995,17.87075,4.609074885
south africa,7-Nov-45,1996,17.25866667,4.571495923
south africa,7-Nov-45,1997,17.61525,4.381711312
south africa,7-Nov-45,1998,18.09533333,4.240931852
south africa,7-Nov-45,1999,18.5455,4.434732676
south africa,7-Nov-45,2000,17.58558333,4.101088025
south africa,7-Nov-45,2001,17.86791667,4.298979825
south africa,7-Nov-45,2002,17.94941667,4.540064706
south africa,7-Nov-45,2003,18.26166667,4.846588647
south africa,7-Nov-45,2004,18.08283333,4.603945735
south africa,7-Nov-45,2005,18.21791667,4.071575805
south africa,7-Nov-45,2006,17.5975,4.489423277
south africa,7-Nov-45,2007,17.98625,4.51195759
south africa,7-Nov-45,2008,17.95608333,4.270402248
south africa,7-Nov-45,2009,17.886,4.314972222
south africa,7-Nov-45,2010,18.30266667,4.246749245
south africa,7-Nov-45,2011,17.55241667,4.635023026
south africa,7-Nov-45,2012,17.84691667,4.666609251
south africa,7-Nov-45,2013,17.325375,5.072548132
spain,14-Dec-55,1960,14.46654545,5.827530547
spain,14-Dec-55,1961,14.63608333,5.934789151
spain,14-Dec-55,1962,13.81258333,6.696672979
spain,14-Dec-55,1963,13.39525,6.16244503
spain,14-Dec-55,1964,14.06475,6.800707091
spain,14-Dec-55,1965,13.65491667,6.195476201
spain,14-Dec-55,1966,13.96991667,5.927723117
spain,14-Dec-55,1967,13.69791667,6.277739973
spain,14-Dec-55,1968,13.93883333,6.001369296
spain,14-Dec-55,1969,13.21133333,6.178670397
spain,14-Dec-55,1970,13.72,6.489929247
spain,14-Dec-55,1971,13.09158333,6.34372349
spain,14-Dec-55,1972,12.81066667,5.586131143
spain,14-Dec-55,1973,13.42016667,6.543355295
spain,14-Dec-55,1974,13.32416667,5.996161254
spain,14-Dec-55,1975,13.37425,6.231327221
spain,14-Dec-55,1976,13.435,6.329395217
spain,14-Dec-55,1977,13.5485,4.882615329
spain,14-Dec-55,1978,13.71666667,5.8266708
spain,14-Dec-55,1979,13.83166667,6.041223647
spain,14-Dec-55,1980,13.60425,6.304242902
spain,14-Dec-55,1981,14.27325,6.008331823
spain,14-Dec-55,1982,14.205,5.999117284
spain,14-Dec-55,1983,14.1945,6.323455593
spain,14-Dec-55,1984,13.36575,6.100223098
spain,14-Dec-55,1985,14.13183333,6.740382992
spain,14-Dec-55,1986,13.87625,6.588196154
spain,14-Dec-55,1987,14.46091667,6.383502308
spain,14-Dec-55,1988,14.16133333,5.911408805
spain,14-Dec-55,1989,15.04591667,6.268956974
spain,14-Dec-55,1990,14.76208333,6.684456753
spain,14-Dec-55,1991,14.00716667,6.903594924
spain,14-Dec-55,1992,13.95525,6.295134256
spain,14-Dec-55,1993,13.50066667,6.110502543
spain,14-Dec-55,1994,14.651,6.252970552
spain,14-Dec-55,1995,15.07216667,5.789954935
spain,14-Dec-55,1996,14.15125,5.829188516
spain,14-Dec-55,1997,15.10591667,5.514063383
spain,14-Dec-55,1998,14.552,6.199452996
spain,14-Dec-55,1999,14.3665,6.625234027
spain,14-Dec-55,2000,14.46875,6.219779068
spain,14-Dec-55,2001,14.61608333,6.415835147
spain,14-Dec-55,2002,14.64791667,5.418198249
spain,14-Dec-55,2003,14.99691667,6.983394271
spain,14-Dec-55,2004,14.39641667,6.600871285
spain,14-Dec-55,2005,14.30358333,7.255004072
spain,14-Dec-55,2006,15.10591667,6.908647617
spain,14-Dec-55,2007,14.24133333,6.003525197
spain,14-Dec-55,2008,14.2295,6.021498205
spain,14-Dec-55,2009,14.96808333,6.700254845
spain,14-Dec-55,2010,14.246,6.779612593
spain,14-Dec-55,2011,15.32108333,6.338905347
spain,14-Dec-55,2012,14.58,6.807755764
spain,14-Dec-55,2013,14.858875,7.026542239
sri lanka,14-Dec-55,1960,27.14454545,0.830822407
sri lanka,14-Dec-55,1961,27.01483333,0.879016272
sri lanka,14-Dec-55,1962,27.08891667,0.967151719
sri lanka,14-Dec-55,1963,27.107,1.03991914
sri lanka,14-Dec-55,1964,27.24,1.099472849
sri lanka,14-Dec-55,1965,27.08891667,0.851112797
sri lanka,14-Dec-55,1966,27.42075,0.945274671
sri lanka,14-Dec-55,1967,27.06266667,1.040982432
sri lanka,14-Dec-55,1968,27.13583333,0.945346674
sri lanka,14-Dec-55,1969,27.41466667,1.087318832
sri lanka,14-Dec-55,1970,27.21291667,1.102395034
sri lanka,14-Dec-55,1971,26.84258333,1.05540862
sri lanka,14-Dec-55,1972,27.16258333,1.003959747
sri lanka,14-Dec-55,1973,27.45575,1.178156814
sri lanka,14-Dec-55,1974,26.8945,1.06911718
sri lanka,14-Dec-55,1975,26.97066667,1.0636118
sri lanka,14-Dec-55,1976,27.151,1.154990201
sri lanka,14-Dec-55,1977,27.23925,0.962760626
sri lanka,14-Dec-55,1978,27.325,0.851728296
sri lanka,14-Dec-55,1979,27.56133333,0.934945048
sri lanka,14-Dec-55,1980,27.65483333,1.070088852
sri lanka,14-Dec-55,1981,27.33508333,1.054381288
sri lanka,14-Dec-55,1982,27.40675,1.020268247
sri lanka,14-Dec-55,1983,27.827,1.224662699
sri lanka,14-Dec-55,1984,27.08216667,1.028256586
sri lanka,14-Dec-55,1985,27.35016667,1.033831781
sri lanka,14-Dec-55,1986,27.4155,1.10224626
sri lanka,14-Dec-55,1987,27.83966667,1.044847473
sri lanka,14-Dec-55,1988,27.61341667,1.011033176
sri lanka,14-Dec-55,1989,27.29125,0.95001073
sri lanka,14-Dec-55,1990,27.52875,1.062963193
sri lanka,14-Dec-55,1991,27.56,1.159308963
sri lanka,14-Dec-55,1992,27.26983333,1.090231238
sri lanka,14-Dec-55,1993,27.36741667,1.095881087
sri lanka,14-Dec-55,1994,27.36525,1.065113065
sri lanka,14-Dec-55,1995,27.5875,0.920312941
sri lanka,14-Dec-55,1996,27.39958333,1.102963154
sri lanka,14-Dec-55,1997,27.65766667,1.009820266
sri lanka,14-Dec-55,1998,28.15325,1.148581507
sri lanka,14-Dec-55,1999,27.36125,0.924088753
sri lanka,14-Dec-55,2000,27.46975,1.032644014
sri lanka,14-Dec-55,2001,27.66308333,1.100538088
sri lanka,14-Dec-55,2002,27.79591667,1.062536541
sri lanka,14-Dec-55,2003,27.79741667,1.029938697
sri lanka,14-Dec-55,2004,27.60633333,0.896646006
sri lanka,14-Dec-55,2005,27.72383333,1.097772773
sri lanka,14-Dec-55,2006,27.572,1.041197213
sri lanka,14-Dec-55,2007,27.5565,1.014240916
sri lanka,14-Dec-55,2008,27.44116667,0.867966153
sri lanka,14-Dec-55,2009,27.74541667,1.008914489
sri lanka,14-Dec-55,2010,27.8835,1.205711672
sri lanka,14-Dec-55,2011,27.66916667,1.271917724
sri lanka,14-Dec-55,2012,27.94983333,1.092658379
sri lanka,14-Dec-55,2013,28.175125,1.075945755
sudan,12-Nov-56,1960,27.97527273,2.215242564
sudan,12-Nov-56,1961,26.54575,3.073008213
sudan,12-Nov-56,1962,27.2805,2.961864968
sudan,12-Nov-56,1963,27.51066667,2.697177324
sudan,12-Nov-56,1964,26.67133333,3.068369165
sudan,12-Nov-56,1965,27.05533333,2.883289767
sudan,12-Nov-56,1966,27.3825,3.009993431
sudan,12-Nov-56,1967,26.62716667,2.904846979
sudan,12-Nov-56,1968,26.8685,2.859947854
sudan,12-Nov-56,1969,27.70033333,3.004256687
sudan,12-Nov-56,1970,27.07783333,3.038797754
sudan,12-Nov-56,1971,26.76216667,3.042642447
sudan,12-Nov-56,1972,27.30075,3.133509683
sudan,12-Nov-56,1973,27.60308333,2.816868747
sudan,12-Nov-56,1974,26.83833333,3.136183591
sudan,12-Nov-56,1975,27.023,2.890908822
sudan,12-Nov-56,1976,27.44633333,2.742056903
